[00:00:00,000 --> 00:00:00,030] 
[00:00:21,420 --> 00:00:21,840] lo
[00:00:21,840 --> 00:00:22,690] más
[00:00:22,690 --> 00:00:24,000] grande
[00:00:24,000 --> 00:00:24,060] es
[00:00:24,060 --> 00:00:24,150] el
[00:00:24,150 --> 00:00:24,240] ch
[00:00:24,240 --> 00:00:24,310] an
[00:00:24,310 --> 00:00:24,460] ango
[00:00:24,460 --> 00:00:24,620] más
[00:00:24,620 --> 00:00:24,850] grande
[00:00:24,850 --> 00:00:25,000] .
[00:00:25,000 --> 00:00:25,090] 
[00:00:25,090 --> 00:00:25,120] Y
[00:00:25,120 --> 00:00:25,560] aquí
[00:00:25,560 --> 00:00:26,420] solamente
[00:00:26,420 --> 00:00:26,610] es
[00:00:26,610 --> 00:00:26,800] lo
[00:00:26,800 --> 00:00:26,970] an
[00:00:26,970 --> 00:00:27,360] cho
[00:00:27,360 --> 00:00:27,470] de
[00:00:27,470 --> 00:00:27,770] mad
[00:00:27,770 --> 00:00:28,100] era
[00:00:28,100 --> 00:00:28,290] ,
[00:00:28,290 --> 00:00:28,570] para
[00:00:28,570 --> 00:00:28,870] que
[00:00:28,870 --> 00:00:29,150] sea
[00:00:29,150 --> 00:00:29,720] grande
[00:00:29,720 --> 00:00:29,910] el
[00:00:29,910 --> 00:00:30,100] ch
[00:00:30,100 --> 00:00:30,310] an
[00:00:30,310 --> 00:00:30,670] ango
[00:00:30,670 --> 00:00:31,040] más
[00:00:31,040 --> 00:00:31,620] grande
[00:00:31,620 --> 00:00:32,000] .
[00:00:32,000 --> 00:00:32,190] La
[00:00:32,190 --> 00:00:32,570] mano
[00:00:32,570 --> 00:00:32,910] ,
[00:00:32,910 --> 00:00:32,940] yo
[00:00:32,940 --> 00:00:33,130] lo
[00:00:33,130 --> 00:00:33,510] dije
[00:00:33,510 --> 00:00:33,760] ya
[00:00:33,760 --> 00:00:34,000] .
[00:00:34,000 --> 00:00:34,170] La
[00:00:34,170 --> 00:00:34,560] mano
[00:00:34,560 --> 00:00:34,990] está
[00:00:34,990 --> 00:00:35,170] en
[00:00:35,170 --> 00:00:35,390] el
[00:00:35,390 --> 00:00:35,530] ch
[00:00:35,530 --> 00:00:35,710] an
[00:00:35,710 --> 00:00:36,180] ango
[00:00:36,180 --> 00:00:36,350] más
[00:00:36,350 --> 00:00:37,000] grande
[00:00:37,000 --> 00:00:37,000] .
[00:00:37,000 --> 00:00:37,450] La
[00:00:37,450 --> 00:00:37,640] mano
[00:00:37,640 --> 00:00:38,230] está
[00:00:38,230 --> 00:00:38,500] cer
[00:00:38,500 --> 00:00:39,040] rada
[00:00:39,040 --> 00:00:39,140] ,
[00:00:39,140 --> 00:00:39,570] solo
[00:00:39,570 --> 00:00:39,990] el
[00:00:39,990 --> 00:00:40,010] ch
[00:00:40,010 --> 00:00:40,170] an
[00:00:40,170 --> 00:00:40,640] ango
[00:00:40,640 --> 00:00:41,000] .
[00:00:41,000 --> 00:00:41,520] ¿
[00:00:41,520 --> 00:00:42,300] Pro
[00:00:42,300 --> 00:00:42,560] b
[00:00:42,560 --> 00:00:44,160] aremos
[00:00:44,160 --> 00:00:44,910] que
[00:00:44,910 --> 00:00:45,680] sal
[00:00:45,680 --> 00:00:46,200] ga
[00:00:46,200 --> 00:00:47,000] ?
[00:00:47,000 --> 00:00:47,330] Sí
[00:00:47,330 --> 00:00:47,560] ,
[00:00:47,560 --> 00:00:47,990] prob
[00:00:47,990 --> 00:00:48,650] aremos
[00:00:48,650 --> 00:00:49,070] con
[00:00:49,070 --> 00:00:49,200] mi
[00:00:49,200 --> 00:00:49,650] vida
[00:00:49,650 --> 00:00:50,000] .
[00:00:50,000 --> 00:00:50,180] ¿
[00:00:50,180 --> 00:00:50,270] S
[00:00:50,270 --> 00:00:50,500] op
[00:00:50,500 --> 00:00:50,730] ita
[00:00:50,730 --> 00:00:51,000] ?
[00:00:51,000 --> 00:00:51,000] 
[00:00:51,000 --> 00:00:51,270] So
[00:00:51,270 --> 00:00:51,580] p
[00:00:51,580 --> 00:00:51,900] ita
[00:00:51,900 --> 00:00:52,120] de
[00:00:52,120 --> 00:00:52,260] f
[00:00:52,260 --> 00:00:52,630] ide
[00:00:52,630 --> 00:00:52,820] a
[00:00:52,820 --> 00:00:53,100] ,
[00:00:53,100 --> 00:00:53,520] cer
[00:00:53,520 --> 00:00:53,690] r
[00:00:53,690 --> 00:00:54,080] ane
[00:00:54,080 --> 00:00:54,500] ño
[00:00:54,500 --> 00:00:55,000] .
[00:00:55,000 --> 00:00:55,200] Hab
[00:00:55,200 --> 00:00:55,330] lo
[00:00:55,330 --> 00:00:55,460] de
[00:00:55,460 --> 00:00:55,930] beber
[00:00:55,930 --> 00:00:56,000] .
[00:00:56,000 --> 00:00:56,250] La
[00:00:56,250 --> 00:00:56,670] voz
[00:00:56,670 --> 00:00:57,000] .
[00:00:57,000 --> 00:00:57,540] Bueno
[00:00:57,540 --> 00:00:57,790] ,
[00:00:57,790 --> 00:00:58,290] vamos
[00:00:58,290 --> 00:00:58,390] a
[00:00:58,390 --> 00:00:59,030] buscar
[00:00:59,030 --> 00:00:59,670] comida
[00:00:59,670 --> 00:00:59,880] de
[00:00:59,880 --> 00:01:00,190] cer
[00:01:00,190 --> 00:01:00,300] r
[00:01:00,300 --> 00:01:00,620] ano
[00:01:00,620 --> 00:01:01,000] .
[00:01:01,000 --> 00:01:02,240] Como
[00:01:02,240 --> 00:01:03,710] buenos
[00:01:03,710 --> 00:01:04,250] her
[00:01:04,250 --> 00:01:04,510] n
[00:01:04,510 --> 00:01:05,350] ien
[00:01:05,350 --> 00:01:06,000] ces
[00:01:06,000 --> 00:01:06,000] .
[00:01:07,000 --> 00:01:06,250] M
[00:01:06,250 --> 00:01:06,990] ald
[00:01:06,990 --> 00:01:07,480] on
[00:01:07,480 --> 00:01:08,220] ado
[00:01:08,220 --> 00:01:09,000] .
[00:01:09,000 --> 00:01:09,000] 
[00:01:09,000 --> 00:01:09,160] ¡
[00:01:09,160 --> 00:01:09,240] M
[00:01:09,240 --> 00:01:09,400] uy
[00:01:09,400 --> 00:01:09,730] bien
[00:01:09,730 --> 00:01:10,000] !
[00:01:10,000 --> 00:01:10,120] ¡
[00:01:10,120 --> 00:01:10,180] S
[00:01:10,180 --> 00:01:10,310] us
[00:01:10,310 --> 00:01:10,420] cr
[00:01:10,420 --> 00:01:10,600] íb
[00:01:10,600 --> 00:01:10,780] ete
[00:01:10,780 --> 00:01:11,000] !
[00:01:11,000 --> 00:01:11,000] 
[00:01:11,000 --> 00:01:11,150] Sub
[00:01:11,150 --> 00:01:11,200] t
[00:01:11,200 --> 00:01:11,350] ít
[00:01:11,350 --> 00:01:11,560] ulos
[00:01:11,560 --> 00:01:11,710] por
[00:01:11,710 --> 00:01:11,810] la
[00:01:11,810 --> 00:01:12,280] comunidad
[00:01:12,280 --> 00:01:12,380] de
[00:01:12,380 --> 00:01:12,480] Am
[00:01:12,480 --> 00:01:12,630] ara
[00:01:12,630 --> 00:01:12,780] .
[00:01:12,780 --> 00:01:13,000] org
